build_id,tag
TQ2A.230305.008.F1,android-13.0.0_r37
TQ2A.230305.008.E1,android-13.0.0_r36
TQ2A.230305.008.C1,android-13.0.0_r35
TQ2A.230305.008.A3,android-13.0.0_r34
TQ2A.230305.008.A1,android-13.0.0_r33
TQ2A.230305.008,android-13.0.0_r32
TP1A.221005.002.B2,android-13.0.0_r31
TQ1A.230205.002,android-13.0.0_r30
TQ1A.230205.001.D2,android-13.0.0_r29
TQ1A.230205.001.B2,android-13.0.0_r28
TQ1A.230205.001.A2,android-13.0.0_r27
TQ1A.230105.002.A1,android-13.0.0_r24
TQ1A.230105.002,android-13.0.0_r23
TQ1A.230105.001.B1,android-13.0.0_r22
TQ1A.230105.001.A3,android-13.0.0_r21
TQ1A.230105.001.A2,android-13.0.0_r20
TQ1A.230105.001,android-13.0.0_r19
TQ1A.221205.012,android-13.0.0_r18
TQ1A.221205.011.B1,android-13.0.0_r17
TQ1A.221205.011,android-13.0.0_r16
TD1A.221105.001.A1,android-13.0.0_r15
TD1A.221105.003,android-13.0.0_r14
TD1A.221105.001,android-13.0.0_r13
TP1A.221105.002,android-13.0.0_r12
TD1A.220804.031,android-13.0.0_r11
TD1A.220804.009.A5,android-13.0.0_r10
TD1A.220804.009.A2,android-13.0.0_r9
TP1A.221005.003,android-13.0.0_r8
TP1A.221005.002,android-13.0.0_r7
TP1A.220905.004.A2,android-13.0.0_r6
TP1A.220905.004.A1,android-13.0.0_r5
TP1A.220905.004,android-13.0.0_r4
TP1A.220624.021.A1,android-13.0.0_r3
TP1A.220624.021,android-13.0.0_r2
TP1A.220624.014,android-13.0.0_r1
10843705,android-security-13.0.0_r11
10763433,android-security-13.0.0_r10
10609151,android-security-13.0.0_r9
10286630,android-security-13.0.0_r8
10187392,android-security-13.0.0_r7
10026668,android-security-13.0.0_r6
9873343,android-security-13.0.0_r5
9682190,android-security-13.0.0_r4
9575282,android-security-13.0.0_r3
9402439,android-security-13.0.0_r2
TP1A.220624.014,android-security-13.0.0_r1
SP2A.220505.008,android-12.1.0_r27
SD2A.220601.004.B2,android-12.1.0_r26
SD2A.220601.003.B1,android-12.1.0_r25
SD2A.220601.002.B1,android-12.1.0_r24
SD2A.220601.001.B1,android-12.1.0_r23
